,片名,戲院,類型,時刻,日期
1127,奇異博士2：失控多重宇宙,京站威秀影城,數位,15:50,2022-05-24
1128,奇異博士2：失控多重宇宙,京站威秀影城,數位,16:30,2022-05-24
1129,奇異博士2：失控多重宇宙,京站威秀影城,數位,17:10,2022-05-24
1130,奇異博士2：失控多重宇宙,京站威秀影城,數位,17:40,2022-05-24
1131,奇異博士2：失控多重宇宙,京站威秀影城,數位,19:00,2022-05-24
1132,奇異博士2：失控多重宇宙,京站威秀影城,數位,19:40,2022-05-24
1133,奇異博士2：失控多重宇宙,京站威秀影城,數位,20:10,2022-05-24
1134,奇異博士2：失控多重宇宙,京站威秀影城,數位,20:50,2022-05-24
1135,奇異博士2：失控多重宇宙,京站威秀影城,數位,21:30,2022-05-24
1136,奇異博士2：失控多重宇宙,京站威秀影城,數位,22:10,2022-05-24
1137,奇異博士2：失控多重宇宙,京站威秀影城,數位,22:40,2022-05-24
1138,奇異博士2：失控多重宇宙,京站威秀影城,數位,23:20,2022-05-24
1139,奇異博士2：失控多重宇宙,梅花數位影院,數位,12:40,2022-05-24
1140,奇異博士2：失控多重宇宙,梅花數位影院,數位,14:30,2022-05-24
1141,奇異博士2：失控多重宇宙,梅花數位影院,數位,17:00,2022-05-24
1142,奇異博士2：失控多重宇宙,梅花數位影院,數位,19:00,2022-05-24
1143,奇異博士2：失控多重宇宙,台北新民生戲院,數位,10:30,2022-05-24
1144,奇異博士2：失控多重宇宙,台北新民生戲院,數位,13:00,2022-05-24
1145,奇異博士2：失控多重宇宙,台北新民生戲院,數位,15:30,2022-05-24
1146,奇異博士2：失控多重宇宙,台北新民生戲院,數位,18:00,2022-05-24
1147,奇異博士2：失控多重宇宙,台北新民生戲院,數位,20:30,2022-05-24
1148,奇異博士2：失控多重宇宙,台北新民生戲院,數位,23:00,2022-05-24
1149,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,11:00,2022-05-24
1150,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,11:45,2022-05-24
1151,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,12:50,2022-05-24
1152,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,13:30,2022-05-24
1153,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,14:10,2022-05-24
1154,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,14:40,2022-05-24
1155,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,15:15,2022-05-24
1156,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,15:55,2022-05-24
1157,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,16:35,2022-05-24
1158,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,17:40,2022-05-24
1159,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,18:20,2022-05-24
1160,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,19:00,2022-05-24
1161,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,19:35,2022-05-24
1162,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,20:05,2022-05-24
1163,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,20:45,2022-05-24
1164,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,21:15,2022-05-24
1165,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,21:50,2022-05-24
1166,奇異博士2：失控多重宇宙,喜樂時代影城南港店,數位,22:30,2022-05-24
1167,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,10:40,2022-05-24
1168,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,11:30,2022-05-24
1169,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,13:10,2022-05-24
1170,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,14:00,2022-05-24
1171,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,15:40,2022-05-24
1172,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,16:30,2022-05-24
1173,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,18:10,2022-05-24
1174,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,19:00,2022-05-24
1175,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,20:40,2022-05-24
1176,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,21:30,2022-05-24
1177,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,23:20,2022-05-24
1178,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,TITAN,14:50,2022-05-24
1179,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,TITAN,17:20,2022-05-24
1180,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,TITAN,19:50,2022-05-24
1181,奇異博士2：失控多重宇宙,MUVIE CINEMAS台北松仁威秀,TITAN,22:25,2022-05-24
1182,奇異博士2：失控多重宇宙,台北樂聲影城,數位,09:30,2022-05-25
1183,奇異博士2：失控多重宇宙,台北樂聲影城,數位,12:00,2022-05-25
1184,奇異博士2：失控多重宇宙,台北樂聲影城,數位,14:30,2022-05-25
1185,奇異博士2：失控多重宇宙,台北樂聲影城,數位,17:00,2022-05-25
1186,奇異博士2：失控多重宇宙,台北樂聲影城,數位,19:30,2022-05-25
1187,奇異博士2：失控多重宇宙,台北樂聲影城,數位,22:00,2022-05-25
1188,奇異博士2：失控多重宇宙,台北樂聲影城,數位,00:30,2022-05-25
1189,奇異博士2：失控多重宇宙,台北樂聲影城,數位,02:40,2022-05-25
1190,奇異博士2：失控多重宇宙,台北樂聲影城,數位,09:30,2022-05-26
1191,奇異博士2：失控多重宇宙,台北樂聲影城,數位,12:00,2022-05-26
1192,奇異博士2：失控多重宇宙,台北樂聲影城,數位,14:30,2022-05-26
1193,奇異博士2：失控多重宇宙,台北樂聲影城,數位,17:00,2022-05-26
1194,奇異博士2：失控多重宇宙,台北樂聲影城,數位,19:30,2022-05-26
1195,奇異博士2：失控多重宇宙,台北樂聲影城,數位,22:00,2022-05-26
1196,奇異博士2：失控多重宇宙,台北樂聲影城,數位,00:30,2022-05-26
1197,奇異博士2：失控多重宇宙,台北樂聲影城,數位,02:40,2022-05-26
1198,告白,喜樂時代影城南港店,數位,12:40,2022-05-24
1199,售命,欣欣秀泰影城,數位,11:50,2022-05-23
1200,售命,台北美麗華大直影城,數位,09:40,2022-05-23
1201,售命,今日秀泰影城,數位,12:50,2022-05-23
1202,售命,喜樂時代影城南港店,數位,19:35,2022-05-23
1203,售命,台北美麗華大直影城,數位,09:40,2022-05-24
1204,售命,喜樂時代影城南港店,數位,19:45,2022-05-24
1205,鳶,喜樂時代影城南港店,數位,16:40,2022-05-23
1206,鳶,喜樂時代影城南港店,數位,16:40,2022-05-24
1207,記憶殺神,國賓影城(台北長春廣場),數位,13:10,2022-05-23
1208,記憶殺神,國賓影城(台北長春廣場),數位,17:20,2022-05-23
1209,記憶殺神,欣欣秀泰影城,數位,21:50,2022-05-23
1210,記憶殺神,台北美麗華大直影城,數位,23:40,2022-05-23
1211,記憶殺神,台北信義威秀影城,數位,14:40,2022-05-23
1212,記憶殺神,喜樂時代影城南港店,數位,17:10,2022-05-23
1213,記憶殺神,喜樂時代影城南港店,數位,21:30,2022-05-23
1214,記憶殺神,台北美麗華大直影城,數位,23:40,2022-05-24
1215,記憶殺神,台北信義威秀影城,數位,14:40,2022-05-24
1216,記憶殺神,喜樂時代影城南港店,數位,17:10,2022-05-24
1217,記憶殺神,喜樂時代影城南港店,數位,21:30,2022-05-24
1218,燃燒的劍,喜樂時代影城南港店,數位,16:50,2022-05-23
1219,燃燒的劍,喜樂時代影城南港店,數位,16:50,2022-05-24
1220,死間行動,欣欣秀泰影城,數位,14:05,2022-05-23
1221,死間行動,台北信義威秀影城,數位,21:10,2022-05-23
1222,死間行動,喜樂時代影城南港店,數位,17:10,2022-05-23
1223,死間行動,喜樂時代影城南港店,數位,17:10,2022-05-24
1224,媽的多重宇宙,國賓影城(台北長春廣場),數位,13:40,2022-05-23
1225,媽的多重宇宙,國賓影城(台北長春廣場),數位,16:20,2022-05-23
1226,媽的多重宇宙,國賓影城(台北長春廣場),數位,19:00,2022-05-23
1227,媽的多重宇宙,國賓影城(台北長春廣場),數位,20:30,2022-05-23
1228,媽的多重宇宙,國賓影城(台北長春廣場),數位,21:40,2022-05-23
1229,媽的多重宇宙,欣欣秀泰影城,數位,14:35,2022-05-23
1230,媽的多重宇宙,欣欣秀泰影城,數位,17:20,2022-05-23
1231,媽的多重宇宙,欣欣秀泰影城,數位,20:05,2022-05-23
1232,媽的多重宇宙,欣欣秀泰影城,數位,22:50,2022-05-23
1233,媽的多重宇宙,台北美麗華大直影城,數位,09:40,2022-05-23
1234,媽的多重宇宙,台北美麗華大直影城,數位,14:50,2022-05-23
1235,媽的多重宇宙,台北美麗華大直影城,數位,17:30,2022-05-23
1236,媽的多重宇宙,台北美麗華大直影城,數位,20:10,2022-05-23
1237,媽的多重宇宙,台北美麗華大直影城,數位,22:50,2022-05-23
1238,媽的多重宇宙,台北in89豪華數位影城,數位,10:10,2022-05-23
1239,媽的多重宇宙,台北in89豪華數位影城,數位,12:40,2022-05-23
1240,媽的多重宇宙,台北in89豪華數位影城,數位,15:20,2022-05-23
1241,媽的多重宇宙,台北in89豪華數位影城,數位,20:10,2022-05-23
1242,媽的多重宇宙,台北in89豪華數位影城,數位,21:30,2022-05-23
1243,媽的多重宇宙,台北in89豪華數位影城,數位,22:50,2022-05-23
1244,媽的多重宇宙,喜滿客絕色影城,數位,13:40,2022-05-23
1245,媽的多重宇宙,喜滿客絕色影城,數位,17:20,2022-05-23
1246,媽的多重宇宙,喜滿客絕色影城,數位,20:00,2022-05-23
1247,媽的多重宇宙,台北信義威秀影城,數位,10:00,2022-05-23
1248,媽的多重宇宙,台北信義威秀影城,數位,12:40,2022-05-23
1249,媽的多重宇宙,台北信義威秀影城,數位,15:20,2022-05-23
1250,媽的多重宇宙,台北信義威秀影城,數位,18:00,2022-05-23
1251,媽的多重宇宙,台北信義威秀影城,數位,20:40,2022-05-23
1252,媽的多重宇宙,台北信義威秀影城,數位,23:20,2022-05-23
1253,媽的多重宇宙,總督影城,數位,14:00,2022-05-23
1254,媽的多重宇宙,總督影城,數位,19:20,2022-05-23
1255,媽的多重宇宙,哈拉影城,數位,10:40,2022-05-23
1256,媽的多重宇宙,哈拉影城,數位,14:00,2022-05-23
1257,媽的多重宇宙,哈拉影城,數位,18:50,2022-05-23
1258,媽的多重宇宙,哈拉影城,數位,21:20,2022-05-23
1259,媽的多重宇宙,百老匯數位影城,數位,09:50,2022-05-23
1260,媽的多重宇宙,百老匯數位影城,數位,10:40,2022-05-23
1261,媽的多重宇宙,百老匯數位影城,數位,11:30,2022-05-23
1262,媽的多重宇宙,百老匯數位影城,數位,12:25,2022-05-23
1263,媽的多重宇宙,百老匯數位影城,數位,13:15,2022-05-23
1264,媽的多重宇宙,百老匯數位影城,數位,14:05,2022-05-23
1265,媽的多重宇宙,百老匯數位影城,數位,15:00,2022-05-23
1266,媽的多重宇宙,百老匯數位影城,數位,15:50,2022-05-23
1267,媽的多重宇宙,百老匯數位影城,數位,16:40,2022-05-23
1268,媽的多重宇宙,百老匯數位影城,數位,17:35,2022-05-23
1269,媽的多重宇宙,百老匯數位影城,數位,18:25,2022-05-23
1270,媽的多重宇宙,百老匯數位影城,數位,19:15,2022-05-23
1271,媽的多重宇宙,百老匯數位影城,數位,20:10,2022-05-23
1272,媽的多重宇宙,百老匯數位影城,數位,21:00,2022-05-23
1273,媽的多重宇宙,百老匯數位影城,數位,21:50,2022-05-23
1274,媽的多重宇宙,百老匯數位影城,數位,22:45,2022-05-23
1275,媽的多重宇宙,百老匯數位影城,數位,23:35,2022-05-23
1276,媽的多重宇宙,今日秀泰影城,數位,19:10,2022-05-23
1277,媽的多重宇宙,今日秀泰影城,數位,21:50,2022-05-23
1278,媽的多重宇宙,京站威秀影城,數位,10:30,2022-05-23
1279,媽的多重宇宙,京站威秀影城,數位,13:10,2022-05-23
1280,媽的多重宇宙,京站威秀影城,數位,15:45,2022-05-23
1281,媽的多重宇宙,京站威秀影城,數位,20:35,2022-05-23
1282,媽的多重宇宙,京站威秀影城,數位,23:15,2022-05-23
1283,媽的多重宇宙,台北新民生戲院,數位,12:20,2022-05-23
1284,媽的多重宇宙,台北新民生戲院,數位,16:50,2022-05-23
1285,媽的多重宇宙,台北新民生戲院,數位,21:20,2022-05-23
1286,媽的多重宇宙,誠品電影院,數位,14:00,2022-05-23
1287,媽的多重宇宙,誠品電影院,數位,19:00,2022-05-23
1288,媽的多重宇宙,喜樂時代影城南港店,數位,11:00,2022-05-23
1289,媽的多重宇宙,喜樂時代影城南港店,數位,13:40,2022-05-23
1290,媽的多重宇宙,喜樂時代影城南港店,數位,15:00,2022-05-23
1291,媽的多重宇宙,喜樂時代影城南港店,數位,16:20,2022-05-23
1292,媽的多重宇宙,喜樂時代影城南港店,數位,19:00,2022-05-23
1293,媽的多重宇宙,喜樂時代影城南港店,數位,20:10,2022-05-23
1294,媽的多重宇宙,喜樂時代影城南港店,數位,21:40,2022-05-23
1295,媽的多重宇宙,美麗新大直皇家影城,數位,15:20,2022-05-23
1296,媽的多重宇宙,美麗新大直皇家影城,數位,18:00,2022-05-23
1297,媽的多重宇宙,美麗新大直皇家影城,數位,20:40,2022-05-23
1298,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,11:25,2022-05-23
1299,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,14:10,2022-05-23
1300,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,16:50,2022-05-23
1301,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,19:30,2022-05-23
1302,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,22:10,2022-05-23
1303,媽的多重宇宙,台北美麗華大直影城,數位,09:40,2022-05-24
1304,媽的多重宇宙,台北美麗華大直影城,數位,14:50,2022-05-24
1305,媽的多重宇宙,台北美麗華大直影城,數位,17:30,2022-05-24
1306,媽的多重宇宙,台北美麗華大直影城,數位,20:10,2022-05-24
1307,媽的多重宇宙,台北美麗華大直影城,數位,22:50,2022-05-24
1308,媽的多重宇宙,台北in89豪華數位影城,數位,12:40,2022-05-24
1309,媽的多重宇宙,台北in89豪華數位影城,數位,15:20,2022-05-24
1310,媽的多重宇宙,台北in89豪華數位影城,數位,20:10,2022-05-24
1311,媽的多重宇宙,台北in89豪華數位影城,數位,22:00,2022-05-24
1312,媽的多重宇宙,台北in89豪華數位影城,數位,22:50,2022-05-24
1313,媽的多重宇宙,喜滿客絕色影城,數位,13:40,2022-05-24
1314,媽的多重宇宙,喜滿客絕色影城,數位,17:20,2022-05-24
1315,媽的多重宇宙,喜滿客絕色影城,數位,20:00,2022-05-24
1316,媽的多重宇宙,台北信義威秀影城,數位,10:00,2022-05-24
1317,媽的多重宇宙,台北信義威秀影城,數位,12:40,2022-05-24
1318,媽的多重宇宙,台北信義威秀影城,數位,15:20,2022-05-24
1319,媽的多重宇宙,台北信義威秀影城,數位,18:00,2022-05-24
1320,媽的多重宇宙,台北信義威秀影城,數位,20:40,2022-05-24
1321,媽的多重宇宙,台北信義威秀影城,數位,23:20,2022-05-24
1322,媽的多重宇宙,哈拉影城,數位,10:40,2022-05-24
1323,媽的多重宇宙,哈拉影城,數位,14:00,2022-05-24
1324,媽的多重宇宙,哈拉影城,數位,18:50,2022-05-24
1325,媽的多重宇宙,哈拉影城,數位,21:20,2022-05-24
1326,媽的多重宇宙,京站威秀影城,數位,10:30,2022-05-24
1327,媽的多重宇宙,京站威秀影城,數位,13:10,2022-05-24
1328,媽的多重宇宙,京站威秀影城,數位,15:45,2022-05-24
1329,媽的多重宇宙,京站威秀影城,數位,20:35,2022-05-24
1330,媽的多重宇宙,京站威秀影城,數位,23:15,2022-05-24
1331,媽的多重宇宙,台北新民生戲院,數位,12:20,2022-05-24
1332,媽的多重宇宙,台北新民生戲院,數位,16:50,2022-05-24
1333,媽的多重宇宙,台北新民生戲院,數位,21:20,2022-05-24
1334,媽的多重宇宙,喜樂時代影城南港店,數位,11:00,2022-05-24
1335,媽的多重宇宙,喜樂時代影城南港店,數位,13:40,2022-05-24
1336,媽的多重宇宙,喜樂時代影城南港店,數位,15:00,2022-05-24
1337,媽的多重宇宙,喜樂時代影城南港店,數位,16:20,2022-05-24
1338,媽的多重宇宙,喜樂時代影城南港店,數位,19:00,2022-05-24
1339,媽的多重宇宙,喜樂時代影城南港店,數位,20:10,2022-05-24
1340,媽的多重宇宙,喜樂時代影城南港店,數位,21:40,2022-05-24
1341,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,11:25,2022-05-24
1342,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,14:10,2022-05-24
1343,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,16:50,2022-05-24
1344,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,19:30,2022-05-24
1345,媽的多重宇宙,MUVIE CINEMAS台北松仁威秀,數位,22:10,2022-05-24
1346,超吉任務,欣欣秀泰影城,數位,18:50,2022-05-23
1347,超吉任務,台北樂聲影城,數位,14:25,2022-05-23
1348,超吉任務,台北樂聲影城,數位,18:35,2022-05-23
1349,超吉任務,台北樂聲影城,數位,22:25,2022-05-23
1350,超吉任務,台北信義威秀影城,數位,12:40,2022-05-23
1351,超吉任務,喜樂時代影城南港店,數位,19:15,2022-05-23
1352,超吉任務,喜樂時代影城南港店,數位,21:05,2022-05-23
1353,超吉任務,台北樂聲影城,數位,14:25,2022-05-24
1354,超吉任務,台北樂聲影城,數位,18:35,2022-05-24
1355,超吉任務,台北樂聲影城,數位,22:25,2022-05-24
1356,超吉任務,台北信義威秀影城,數位,12:40,2022-05-24
1357,超吉任務,喜樂時代影城南港店,數位,19:15,2022-05-24
1358,超吉任務,喜樂時代影城南港店,數位,21:05,2022-05-24
1359,超吉任務,台北樂聲影城,數位,14:25,2022-05-25
1360,超吉任務,台北樂聲影城,數位,18:35,2022-05-25
1361,超吉任務,台北樂聲影城,數位,22:25,2022-05-25
1362,超吉任務,台北樂聲影城,數位,14:25,2022-05-26
1363,超吉任務,台北樂聲影城,數位,18:35,2022-05-26
1364,超吉任務,台北樂聲影城,數位,22:25,2022-05-26
1365,重慶森林,國賓影城(台北長春廣場),數位,15:00,2022-05-23
1366,重慶森林,國賓影城(台北長春廣場),數位,19:00,2022-05-23
1367,重慶森林,光點台北電影主題館,數位,21:30,2022-05-23
1368,重慶森林,誠品電影院,數位,19:40,2022-05-23
1369,重慶森林,喜樂時代影城南港店,數位,17:00,2022-05-23
1370,重慶森林,喜樂時代影城南港店,數位,17:00,2022-05-24
1371,越驚,喜樂時代影城南港店,數位,21:00,2022-05-23
1372,越驚,喜樂時代影城南港店,數位,21:00,2022-05-24
1373,怪獸與鄧不利多的秘密,國賓影城(台北長春廣場),數位,14:00,2022-05-23
1374,怪獸與鄧不利多的秘密,國賓影城(台北長春廣場),數位,18:30,2022-05-23
1375,怪獸與鄧不利多的秘密,欣欣秀泰影城,數位,15:30,2022-05-23
1376,怪獸與鄧不利多的秘密,欣欣秀泰影城,數位,20:45,2022-05-23
